Text,,Price,Mileage,Certified?,Year,Package
"Certified 2011 Toyota Prius IV     Save    $14,900   51,618 mi",Certified 2011 Toyota Prius IV,14900,"51,618",1,2011,IV
"Used 2013 Toyota Prius Five     Save    $15,997   51,638 mi",Used 2013 Toyota Prius Five,15997,"51,638",0,2013,Five
"Used 2012 Toyota Prius Three     Save    $14,691   51,642 mi",Used 2012 Toyota Prius Three,14691,"51,642",0,2012,Three
"Used 2013 Toyota Prius Two     Save    $15,995   51,677 mi",Used 2013 Toyota Prius Two,15995,"51,677",0,2013,Two
"Used 2010 Toyota Prius IV     Save    $15,000   51,688 mi",Used 2010 Toyota Prius IV,15000,"51,688",0,2010,IV
"Used 2013 Toyota Prius      Save    $17,991   51,702 mi",Used 2013 Toyota Prius,17991,"51,702",0,2013,
"Used 2013 Toyota Prius      Save    $17,991   51,702 mi",Used 2013 Toyota Prius,17991,"51,702",0,2013,
"Used 2013 Toyota Prius      Save    $17,991   51,702 mi",Used 2013 Toyota Prius,17991,"51,702",0,2013,
"Used 2011 Toyota Prius III     Save    $15,411   51,720 mi",Used 2011 Toyota Prius III,15411,"51,720",0,2011,III
"Certified 2012 Toyota Prius      Save    $16,588   51,732 mi",Certified 2012 Toyota Prius,16588,"51,732",1,2012,
"Used 2013 Toyota Prius Two     Save    $16,990   51,773 mi",Used 2013 Toyota Prius Two,16990,"51,773",0,2013,Two
"Certified 2014 Toyota Prius Two     Save    $16,333   51,798 mi",Certified 2014 Toyota Prius Two,16333,"51,798",1,2014,Two
"Used 2012 Toyota Prius Base     Save    $14,991   51,825 mi",Used 2012 Toyota Prius Base,14991,"51,825",0,2012,Base
"Used 2012 Toyota Prius Four     Save    $14,991   51,893 mi",Used 2012 Toyota Prius Four,14991,"51,893",0,2012,Four
"Used 2012 Toyota Prius      Save    $15,290   51,900 mi",Used 2012 Toyota Prius,15290,"51,900",0,2012,
"Used 2012 Toyota Prius      Save    $15,290   51,900 mi",Used 2012 Toyota Prius,15290,"51,900",0,2012,
"Certified 2013 Toyota Prius Two Model     Save    $15,553   51,905 mi",Certified 2013 Toyota Prius Two Model,15553,"51,905",1,2013,Two
"Certified 2012 Toyota Prius Four     Save    $17,995   51,914 mi",Certified 2012 Toyota Prius Four,17995,"51,914",1,2012,Four
"Certified 2013 Toyota Prius Two     Save    $14,453   51,978 mi",Certified 2013 Toyota Prius Two,14453,"51,978",1,2013,Two
"Used 2012 Toyota Prius Base     Save    $14,596   52,072 mi",Used 2012 Toyota Prius Base,14596,"52,072",0,2012,Base
"Used 2014 Toyota Prius Two     Save    $14,999   52,111 mi",Used 2014 Toyota Prius Two,14999,"52,111",0,2014,Two
"Certified 2014 Toyota Prius      Save    $15,940   52,114 mi",Certified 2014 Toyota Prius,15940,"52,114",1,2014,
"Certified 2013 Toyota Prius Four Model     Save    $20,995   52,127 mi",Certified 2013 Toyota Prius Four Model,20995,"52,127",1,2013,Four
"Used 2013 Toyota Prius One     Save    $18,485   52,192 mi",Used 2013 Toyota Prius One,18485,"52,192",0,2013,One
"Certified 2013 Toyota Prius Three     Save    $14,776   52,212 mi",Certified 2013 Toyota Prius Three,14776,"52,212",1,2013,Three
"Used 2012 Toyota Prius Three     Save    $16,988   52,222 mi",Used 2012 Toyota Prius Three,16988,"52,222",0,2012,Three
"Used 2012 Toyota Prius      Save    $17,628   52,254 mi",Used 2012 Toyota Prius,17628,"52,254",0,2012,
"Certified 2011 Toyota Prius IV     Save    $16,995   52,275 mi",Certified 2011 Toyota Prius IV,16995,"52,275",1,2011,IV
"Used 2011 Toyota Prius II     Save    $15,995   52,296 mi",Used 2011 Toyota Prius II,15995,"52,296",0,2011,II
"Used 2014 Toyota Prius Two     Save    $14,698   52,301 mi",Used 2014 Toyota Prius Two,14698,"52,301",0,2014,Two
"Used 2013 Toyota Prius Two     Save    $16,550   52,401 mi",Used 2013 Toyota Prius Two,16550,"52,401",0,2013,Two
"Used 2014 Toyota Prius Three     Save    $16,492   52,446 mi",Used 2014 Toyota Prius Three,16492,"52,446",0,2014,Three
"Used 2013 Toyota Prius Three     Save    $17,000   52,600 mi",Used 2013 Toyota Prius Three,17000,"52,600",0,2013,Three
"Used 2013 Toyota Prius PERSONA     Save    $18,396   52,634 mi",Used 2013 Toyota Prius PERSONA,18396,"52,634",0,2013,PERSONA
"Used 2012 Toyota Prius Three     Save    $15,988   52,636 mi",Used 2012 Toyota Prius Three,15988,"52,636",0,2012,Three
"Used 2013 Toyota Prius Three     Save    $15,800   52,642 mi",Used 2013 Toyota Prius Three,15800,"52,642",0,2013,Three
"Certified 2012 Toyota Prius Three     Save    $15,793   52,676 mi",Certified 2012 Toyota Prius Three,15793,"52,676",1,2012,Three
"Used 2013 Toyota Prius Four     Save    $16,998   52,677 mi",Used 2013 Toyota Prius Four,16998,"52,677",0,2013,Four
"Certified 2014 Toyota Prius Two     Save    $17,900   52,679 mi",Certified 2014 Toyota Prius Two,17900,"52,679",1,2014,Two
"Used 2010 Toyota Prius V     Save    $14,490   52,688 mi",Used 2010 Toyota Prius V,14490,"52,688",0,2010,V
"Used 2012 Toyota Prius Two     Save    $14,980   52,764 mi",Used 2012 Toyota Prius Two,14980,"52,764",0,2012,Two
"Used 2014 Toyota Prius Three     Save    $15,288   52,771 mi",Used 2014 Toyota Prius Three,15288,"52,771",0,2014,Three
"Used 2013 Toyota Prius Two     Save    $14,742   52,821 mi",Used 2013 Toyota Prius Two,14742,"52,821",0,2013,Two
"Used 2014 Toyota Prius Two     Save    $16,995   52,854 mi",Used 2014 Toyota Prius Two,16995,"52,854",0,2014,Two
"Certified 2013 Toyota Prius Four Model     Save    $20,350   52,856 mi",Certified 2013 Toyota Prius Four Model,20350,"52,856",1,2013,Four
"Certified 2013 Toyota Prius Two Model     Save    $14,634   52,861 mi",Certified 2013 Toyota Prius Two Model,14634,"52,861",1,2013,Two
"Used 2013 Toyota Prius Four     Save    $19,285   52,873 mi",Used 2013 Toyota Prius Four,19285,"52,873",0,2013,Four
"Certified 2014 Toyota Prius Two Model     Save    $15,987   52,888 mi",Certified 2014 Toyota Prius Two Model,15987,"52,888",1,2014,Two
"Certified 2013 Toyota Prius Two     Save    $15,477   52,919 mi",Certified 2013 Toyota Prius Two,15477,"52,919",1,2013,Two
"Used 2014 Toyota Prius      Save    $16,900   52,944 mi",Used 2014 Toyota Prius,16900,"52,944",0,2014,
"Used 2013 Toyota Prius      Save    $14,995   52,951 mi",Used 2013 Toyota Prius,14995,"52,951",0,2013,
"Certified 2012 Toyota Prius Two Model     Save    $14,977   52,958 mi",Certified 2012 Toyota Prius Two Model,14977,"52,958",1,2012,Two
"Used 2013 Toyota Prius      Save    $14,790   52,992 mi",Used 2013 Toyota Prius,14790,"52,992",0,2013,
"Used 2010 Toyota Prius V     Save    $14,900   53,000 mi",Used 2010 Toyota Prius V,14900,"53,000",0,2010,V
"Used 2013 Toyota Prius One     Save    $16,000   53,024 mi",Used 2013 Toyota Prius One,16000,"53,024",0,2013,One
"Used 2013 Toyota Prius Four     Save    $16,988   53,098 mi",Used 2013 Toyota Prius Four,16988,"53,098",0,2013,Four
"Used 2012 Toyota Prius      Save    $15,472   53,124 mi",Used 2012 Toyota Prius,15472,"53,124",0,2012,
"Used 2013 Toyota Prius Two     Save    $14,995   53,127 mi",Used 2013 Toyota Prius Two,14995,"53,127",0,2013,Two
"Certified 2013 Toyota Prius Two     Save    $15,875   53,165 mi",Certified 2013 Toyota Prius Two,15875,"53,165",1,2013,Two
"Certified 2013 Toyota Prius Five     Save    $16,991   53,218 mi",Certified 2013 Toyota Prius Five,16991,"53,218",1,2013,Five
"Used 2013 Toyota Prius Four     Save    $17,491   53,238 mi",Used 2013 Toyota Prius Four,17491,"53,238",0,2013,Four
"Certified 2012 Toyota Prius Four Model     Save    $16,984   53,279 mi",Certified 2012 Toyota Prius Four Model,16984,"53,279",1,2012,Four
"Certified 2010 Toyota Prius Prius IV Model     Save    $16,988   53,336 mi",Certified 2010 Toyota Prius Prius IV Model,16988,"53,336",1,2010,Prius
"Certified 2013 Toyota Prius Three Model     Save    $17,312   53,382 mi",Certified 2013 Toyota Prius Three Model,17312,"53,382",1,2013,Three
"Certified 2013 Toyota Prius Two     Save    $14,977   53,447 mi",Certified 2013 Toyota Prius Two,14977,"53,447",1,2013,Two
"Certified 2014 Toyota Prius Two Model     Save    $16,251   53,484 mi",Certified 2014 Toyota Prius Two Model,16251,"53,484",1,2014,Two
"Certified 2013 Toyota Prius      Save    $15,995   53,516 mi",Certified 2013 Toyota Prius,15995,"53,516",1,2013,
"Certified 2013 Toyota Prius Three     Save    $15,995   53,520 mi",Certified 2013 Toyota Prius Three,15995,"53,520",1,2013,Three
"Used 2012 Toyota Prius Three     Save    $15,998   53,548 mi",Used 2012 Toyota Prius Three,15998,"53,548",0,2012,Three
"Used 2013 Toyota Prius PERSONA     Save    $16,880   53,550 mi",Used 2013 Toyota Prius PERSONA,16880,"53,550",0,2013,PERSONA
"Certified 2013 Toyota Prius Three     Save    $18,488   53,563 mi",Certified 2013 Toyota Prius Three,18488,"53,563",1,2013,Three
"Certified 2013 Toyota Prius Two Model     Save    $14,991   53,691 mi",Certified 2013 Toyota Prius Two Model,14991,"53,691",1,2013,Two
"Used 2013 Toyota Prius One     Save    $17,000   53,694 mi",Used 2013 Toyota Prius One,17000,"53,694",0,2013,One
"Used 2012 Toyota Prius      Save    $18,999   53,719 mi",Used 2012 Toyota Prius,18999,"53,719",0,2012,
"Used 2013 Toyota Prius Three     Save    $15,247   53,778 mi",Used 2013 Toyota Prius Three,15247,"53,778",0,2013,Three
"Used 2013 Toyota Prius Two     Save    $14,998   53,781 mi",Used 2013 Toyota Prius Two,14998,"53,781",0,2013,Two
"Used 2012 Toyota Prius Five     Save    $16,994   53,839 mi",Used 2012 Toyota Prius Five,16994,"53,839",0,2012,Five
"Used 2011 Toyota Prius II     Save    $15,166   53,850 mi",Used 2011 Toyota Prius II,15166,"53,850",0,2011,II
"Used 2013 Toyota Prius PERSONA SE NAV     Save    $18,995   53,922 mi",Used 2013 Toyota Prius PERSONA SE NAV,18995,"53,922",0,2013,PERSONA
"Used 2013 Toyota Prius Three     Save    $15,612   53,939 mi",Used 2013 Toyota Prius Three,15612,"53,939",0,2013,Three
"Certified 2012 Toyota Prius Three Model     Save    $16,995   53,975 mi",Certified 2012 Toyota Prius Three Model,16995,"53,975",1,2012,Three
"Used 2013 Toyota Prius Two     Save    $16,000   53,993 mi",Used 2013 Toyota Prius Two,16000,"53,993",0,2013,Two
"Used 2011 Toyota Prius II     Save    $14,995   54,024 mi",Used 2011 Toyota Prius II,14995,"54,024",0,2011,II
"Used 2013 Toyota Prius Three     Save    $17,311   54,031 mi",Used 2013 Toyota Prius Three,17311,"54,031",0,2013,Three
"Used 2012 Toyota Prius      Save    $14,875   54,077 mi",Used 2012 Toyota Prius,14875,"54,077",0,2012,
"Used 2013 Toyota Prius One     Save    $15,388   54,098 mi",Used 2013 Toyota Prius One,15388,"54,098",0,2013,One
"Certified 2013 Toyota Prius Two     Save    $14,995   54,142 mi",Certified 2013 Toyota Prius Two,14995,"54,142",1,2013,Two
"Used 2012 Toyota Prius Three     Save    $14,998   54,157 mi",Used 2012 Toyota Prius Three,14998,"54,157",0,2012,Three
"Certified 2012 Toyota Prius Two     Save    $14,000   54,164 mi",Certified 2012 Toyota Prius Two,14000,"54,164",1,2012,Two
"Certified 2013 Toyota Prius Two Model     Save    $15,997   54,182 mi",Certified 2013 Toyota Prius Two Model,15997,"54,182",1,2013,Two
"Certified 2012 Toyota Prius Two     Save    $15,995   54,197 mi",Certified 2012 Toyota Prius Two,15995,"54,197",1,2012,Two
"Used 2014 Toyota Prius Two     Save    $14,488   54,213 mi",Used 2014 Toyota Prius Two,14488,"54,213",0,2014,Two
"Certified 2013 Toyota Prius Three     Save    $16,658   54,215 mi",Certified 2013 Toyota Prius Three,16658,"54,215",1,2013,Three
"Certified 2013 Toyota Prius Three     Save    $17,999   54,357 mi",Certified 2013 Toyota Prius Three,17999,"54,357",1,2013,Three
"Certified 2012 Toyota Prius Four     Save    $18,995   54,393 mi",Certified 2012 Toyota Prius Four,18995,"54,393",1,2012,Four
"Used 2013 Toyota Prius Two     Save    $14,895   54,415 mi",Used 2013 Toyota Prius Two,14895,"54,415",0,2013,Two
"Used 2013 Toyota Prius Five     Save    $17,981   54,430 mi",Used 2013 Toyota Prius Five,17981,"54,430",0,2013,Five
"Certified 2014 Toyota Prius One Model     Save    $18,988   54,451 mi",Certified 2014 Toyota Prius One Model,18988,"54,451",1,2014,One
"Used 2012 Toyota Prius Two     Save    $14,000   54,455 mi",Used 2012 Toyota Prius Two,14000,"54,455",0,2012,Two
"Certified 2013 Toyota Prius Four     Save    $20,999   54,457 mi",Certified 2013 Toyota Prius Four,20999,"54,457",1,2013,Four
"Used 2013 Toyota Prius      Save    $18,992   54,472 mi",Used 2013 Toyota Prius,18992,"54,472",0,2013,
"Certified 2012 Toyota Prius Three     Save    $14,350   54,473 mi",Certified 2012 Toyota Prius Three,14350,"54,473",1,2012,Three
"Used 2013 Toyota Prius Five     Save    $15,495   54,547 mi",Used 2013 Toyota Prius Five,15495,"54,547",0,2013,Five
"Certified 2012 Toyota Prius Three     Save    $15,950   54,553 mi",Certified 2012 Toyota Prius Three,15950,"54,553",1,2012,Three
"Used 2012 Toyota Prius Three     Save    $15,854   54,565 mi",Used 2012 Toyota Prius Three,15854,"54,565",0,2012,Three
"Used 2012 Toyota Prius Four     Save    $14,270   54,585 mi",Used 2012 Toyota Prius Four,14270,"54,585",0,2012,Four
"Certified 2013 Toyota Prius Two     Save    $14,500   54,598 mi",Certified 2013 Toyota Prius Two,14500,"54,598",1,2013,Two
"Used 2013 Toyota Prius      Save    $16,999   54,600 mi",Used 2013 Toyota Prius,16999,"54,600",0,2013,
"Certified 2014 Toyota Prius Two     Save    $14,516   54,607 mi",Certified 2014 Toyota Prius Two,14516,"54,607",1,2014,Two
"Certified 2012 Toyota Prius Four     Save    $18,999   54,616 mi",Certified 2012 Toyota Prius Four,18999,"54,616",1,2012,Four
"Certified 2013 Toyota Prius Two Model     Save    $15,993   54,636 mi",Certified 2013 Toyota Prius Two Model,15993,"54,636",1,2013,Two
"Used 2013 Toyota Prius Two     Save    $15,981   54,653 mi",Used 2013 Toyota Prius Two,15981,"54,653",0,2013,Two
"Certified 2012 Toyota Prius Four     Save    $17,391   54,719 mi",Certified 2012 Toyota Prius Four,17391,"54,719",1,2012,Four
"Used 2010 Toyota Prius NAVIGATION BACKUP CAMERA     Save    $14,990   54,722 mi",Used 2010 Toyota Prius NAVIGATION BACKUP CAMERA,14990,"54,722",0,2010,NAVIGATION
"Used 2011 Toyota Prius      Save    $14,500   54,728 mi",Used 2011 Toyota Prius,14500,"54,728",0,2011,
"Used 2013 Toyota Prius      Save    $13,999   54,765 mi",Used 2013 Toyota Prius,13999,"54,765",0,2013,
"Used 2012 Toyota Prius      Save    $16,997   54,785 mi",Used 2012 Toyota Prius,16997,"54,785",0,2012,
"Certified 2011 Toyota Prius Prius Three Model     Save    $16,000   54,822 mi",Certified 2011 Toyota Prius Prius Three Model,16000,"54,822",1,2011,Prius
"Used 2013 Toyota Prius Persona     Save    $14,900   54,920 mi",Used 2013 Toyota Prius Persona,14900,"54,920",0,2013,Persona
"Used 2014 Toyota Prius      Save    $14,988   55,024 mi",Used 2014 Toyota Prius,14988,"55,024",0,2014,
"Used 2012 Toyota Prius      Save    $14,999   55,055 mi",Used 2012 Toyota Prius,14999,"55,055",0,2012,
"Certified 2014 Toyota Prius Two     Save    $16,991   55,094 mi",Certified 2014 Toyota Prius Two,16991,"55,094",1,2014,Two
"Used 2013 Toyota Prius Two     Save    $13,999   55,136 mi",Used 2013 Toyota Prius Two,13999,"55,136",0,2013,Two
"Certified 2012 Toyota Prius Three     Save    $18,381   55,141 mi",Certified 2012 Toyota Prius Three,18381,"55,141",1,2012,Three
"Used 2012 Toyota Prius Two     Save    $15,999   55,144 mi",Used 2012 Toyota Prius Two,15999,"55,144",0,2012,Two
"Certified 2012 Toyota Prius Four     Save    $16,980   55,159 mi",Certified 2012 Toyota Prius Four,16980,"55,159",1,2012,Four
"Used 2014 Toyota Prius Three     Save    $15,988   55,161 mi",Used 2014 Toyota Prius Three,15988,"55,161",0,2014,Three
"Used 2012 Toyota Prius      Save    $15,000   55,207 mi",Used 2012 Toyota Prius,15000,"55,207",0,2012,
"Used 2010 Toyota Prius II     Save    $13,999   55,209 mi",Used 2010 Toyota Prius II,13999,"55,209",0,2010,II
"Used 2012 Toyota Prius Four     Save    $16,477   55,261 mi",Used 2012 Toyota Prius Four,16477,"55,261",0,2012,Four
"Used 2012 Toyota Prius Four     Save    $16,988   55,263 mi",Used 2012 Toyota Prius Four,16988,"55,263",0,2012,Four
"Used 2014 Toyota Prius Three     Save    $15,569   55,270 mi",Used 2014 Toyota Prius Three,15569,"55,270",0,2014,Three
"Used 2012 Toyota Prius Four     Save    $15,892   55,277 mi",Used 2012 Toyota Prius Four,15892,"55,277",0,2012,Four
"Certified 2010 Toyota Prius Prius IV Model     Save    $14,997   55,280 mi",Certified 2010 Toyota Prius Prius IV Model,14997,"55,280",1,2010,Prius
"Used 2013 Toyota Prius One     Save    $15,995   55,300 mi",Used 2013 Toyota Prius One,15995,"55,300",0,2013,One
"Used 2013 Toyota Prius PERSONA SERIES     Save    $16,247   55,348 mi",Used 2013 Toyota Prius PERSONA SERIES,16247,"55,348",0,2013,PERSONA
"Certified 2013 Toyota Prius Three Model     Save    $17,797   55,367 mi",Certified 2013 Toyota Prius Three Model,17797,"55,367",1,2013,Three
"Used 2013 Toyota Prius Three     Save    $14,383   55,428 mi",Used 2013 Toyota Prius Three,14383,"55,428",0,2013,Three
"Certified 2013 Toyota Prius Three     Save    $16,295   55,432 mi",Certified 2013 Toyota Prius Three,16295,"55,432",1,2013,Three
"Certified 2011 Toyota Prius IV     Save    $15,491   55,452 mi",Certified 2011 Toyota Prius IV,15491,"55,452",1,2011,IV
"Used 2012 Toyota Prius Two     Save    $14,684   55,454 mi",Used 2012 Toyota Prius Two,14684,"55,454",0,2012,Two
"Certified 2010 Toyota Prius II     Save    $13,999   55,498 mi",Certified 2010 Toyota Prius II,13999,"55,498",1,2010,II
"Certified 2013 Toyota Prius Three     Save    $15,980   55,548 mi",Certified 2013 Toyota Prius Three,15980,"55,548",1,2013,Three
"Used 2012 Toyota Prius One     Save    $14,000   55,569 mi",Used 2012 Toyota Prius One,14000,"55,569",0,2012,One
"Used 2011 Toyota Prius IV     Save    $16,950   55,630 mi",Used 2011 Toyota Prius IV,16950,"55,630",0,2011,IV
"Certified 2013 Toyota Prius Three     Save    $17,899   55,636 mi",Certified 2013 Toyota Prius Three,17899,"55,636",1,2013,Three
"Certified 2013 Toyota Prius Two Model     Save    $14,132   55,653 mi",Certified 2013 Toyota Prius Two Model,14132,"55,653",1,2013,Two
"Used 2013 Toyota Prius One     Save    $14,980   55,696 mi",Used 2013 Toyota Prius One,14980,"55,696",0,2013,One
"Certified 2013 Toyota Prius Two Model     Save    $18,990   55,705 mi",Certified 2013 Toyota Prius Two Model,18990,"55,705",1,2013,Two
"Certified 2012 Toyota Prius Two     Save    $15,345   55,705 mi",Certified 2012 Toyota Prius Two,15345,"55,705",1,2012,Two
"Used 2010 Toyota Prius II     Save    $14,257   55,706 mi",Used 2010 Toyota Prius II,14257,"55,706",0,2010,II
"Certified 2012 Toyota Prius      Save    $16,486   55,765 mi",Certified 2012 Toyota Prius,16486,"55,765",1,2012,
"Used 2012 Toyota Prius Three     Save    $16,500   55,787 mi",Used 2012 Toyota Prius Three,16500,"55,787",0,2012,Three
"Used 2013 Toyota Prius      Save    $17,991   55,892 mi",Used 2013 Toyota Prius,17991,"55,892",0,2013,
"Used 2013 Toyota Prius      Save    $17,991   55,892 mi",Used 2013 Toyota Prius,17991,"55,892",0,2013,
"Used 2013 Toyota Prius      Save    $17,991   55,892 mi",Used 2013 Toyota Prius,17991,"55,892",0,2013,
"Certified 2013 Toyota Prius Three     Save    $15,890   55,915 mi",Certified 2013 Toyota Prius Three,15890,"55,915",1,2013,Three
"Used 2013 Toyota Prius Three     Save    $15,499   55,917 mi",Used 2013 Toyota Prius Three,15499,"55,917",0,2013,Three
"Certified 2013 Toyota Prius Two Model     Save    $17,184   55,968 mi",Certified 2013 Toyota Prius Two Model,17184,"55,968",1,2013,Two
"Used 2011 Toyota Prius      Save    $15,995   55,977 mi",Used 2011 Toyota Prius,15995,"55,977",0,2011,
"Certified 2013 Toyota Prius Four     Save    $18,999   55,994 mi",Certified 2013 Toyota Prius Four,18999,"55,994",1,2013,Four
"Used 2011 Toyota Prius      Save    $15,999   56,020 mi",Used 2011 Toyota Prius,15999,"56,020",0,2011,
"Certified 2012 Toyota Prius Three     Save    $16,995   56,050 mi",Certified 2012 Toyota Prius Three,16995,"56,050",1,2012,Three
"Used 2013 Toyota Prius Two     Save    $14,995   56,059 mi",Used 2013 Toyota Prius Two,14995,"56,059",0,2013,Two
"Certified 2011 Toyota Prius III     Save    $15,071   56,060 mi",Certified 2011 Toyota Prius III,15071,"56,060",1,2011,III
"Used 2013 Toyota Prius      Save    $16,991   56,080 mi",Used 2013 Toyota Prius,16991,"56,080",0,2013,
"Used 2013 Toyota Prius      Save    $16,991   56,080 mi",Used 2013 Toyota Prius,16991,"56,080",0,2013,
"Used 2013 Toyota Prius      Save    $16,991   56,080 mi",Used 2013 Toyota Prius,16991,"56,080",0,2013,
"Certified 2013 Toyota Prius Three     Save    $14,990   56,081 mi",Certified 2013 Toyota Prius Three,14990,"56,081",1,2013,Three
"Used 2011 Toyota Prius      Save    $16,247   56,122 mi",Used 2011 Toyota Prius,16247,"56,122",0,2011,
"Certified 2013 Toyota Prius Two     Save    $14,980   56,148 mi",Certified 2013 Toyota Prius Two,14980,"56,148",1,2013,Two
"Certified 2013 Toyota Prius Two     Save    $16,771   56,206 mi",Certified 2013 Toyota Prius Two,16771,"56,206",1,2013,Two
"Certified 2012 Toyota Prius Three     Save    $16,987   56,213 mi",Certified 2012 Toyota Prius Three,16987,"56,213",1,2012,Three
"Used 2013 Toyota Prius W/NAVI/SOLAR ROOF     Save    $17,000   56,233 mi",Used 2013 Toyota Prius W/NAVI/SOLAR ROOF,17000,"56,233",0,2013,W/NAVI/SOLAR
"Certified 2013 Toyota Prius Two     Save    $14,898   56,308 mi",Certified 2013 Toyota Prius Two,14898,"56,308",1,2013,Two
"Certified 2013 Toyota Prius Three     Save    $15,451   56,331 mi",Certified 2013 Toyota Prius Three,15451,"56,331",1,2013,Three
"Used 2010 Toyota Prius III     Save    $14,499   56,342 mi",Used 2010 Toyota Prius III,14499,"56,342",0,2010,III
"Used 2012 Toyota Prius Three     Save    $15,750   56,343 mi",Used 2012 Toyota Prius Three,15750,"56,343",0,2012,Three
"Certified 2013 Toyota Prius Three     Save    $19,506   56,367 mi",Certified 2013 Toyota Prius Three,19506,"56,367",1,2013,Three
"Certified 2012 Toyota Prius Three     Save    $16,530   56,387 mi",Certified 2012 Toyota Prius Three,16530,"56,387",1,2012,Three
"Used 2014 Toyota Prius Three     Save    $20,995   56,388 mi",Used 2014 Toyota Prius Three,20995,"56,388",0,2014,Three
"Used 2013 Toyota Prius Four     Save    $16,996   56,505 mi",Used 2013 Toyota Prius Four,16996,"56,505",0,2013,Four
"Used 2012 Toyota Prius Three     Save    $14,900   56,516 mi",Used 2012 Toyota Prius Three,14900,"56,516",0,2012,Three
"Certified 2013 Toyota Prius PERSONA SE     Save    $16,195   56,527 mi",Certified 2013 Toyota Prius PERSONA SE,16195,"56,527",1,2013,PERSONA
"Used 2014 Toyota Prius      Save    $17,995   56,545 mi",Used 2014 Toyota Prius,17995,"56,545",0,2014,
"Used 2012 Toyota Prius Base     Save    $14,891   56,612 mi",Used 2012 Toyota Prius Base,14891,"56,612",0,2012,Base
"Used 2013 Toyota Prius One     Save    $17,449   56,623 mi",Used 2013 Toyota Prius One,17449,"56,623",0,2013,One
"Used 2014 Toyota Prius Two     Save    $15,800   56,687 mi",Used 2014 Toyota Prius Two,15800,"56,687",0,2014,Two
"Used 2011 Toyota Prius 3 WITH NAVIGATION     Save    $15,995   56,762 mi",Used 2011 Toyota Prius 3 WITH NAVIGATION,15995,"56,762",0,2011,3
"Used 2013 Toyota Prius      Save    $14,995   56,777 mi",Used 2013 Toyota Prius,14995,"56,777",0,2013,
"Used 2012 Toyota Prius Two     Save    $14,986   56,785 mi",Used 2012 Toyota Prius Two,14986,"56,785",0,2012,Two
"Certified 2013 Toyota Prius Three     Save    $18,988   56,802 mi",Certified 2013 Toyota Prius Three,18988,"56,802",1,2013,Three
"Used 2013 Toyota Prius Two     Save    $14,701   56,805 mi",Used 2013 Toyota Prius Two,14701,"56,805",0,2013,Two
"Used 2011 Toyota Prius IV     Save    $14,656   56,843 mi",Used 2011 Toyota Prius IV,14656,"56,843",0,2011,IV
"Used 2014 Toyota Prius Three     Save    $14,995   56,879 mi",Used 2014 Toyota Prius Three,14995,"56,879",0,2014,Three
"Used 2012 Toyota Prius Three     Save    $16,400   56,956 mi",Used 2012 Toyota Prius Three,16400,"56,956",0,2012,Three
"Certified 2012 Toyota Prius Three     Save    $14,490   56,973 mi",Certified 2012 Toyota Prius Three,14490,"56,973",1,2012,Three
"Used 2012 Toyota Prius Four     Save    $17,799   56,993 mi",Used 2012 Toyota Prius Four,17799,"56,993",0,2012,Four
"Used 2013 Toyota Prius PERSONA SE WITH NAVIGATION     Save    $14,999   56,994 mi",Used 2013 Toyota Prius PERSONA SE WITH NAVIGATION,14999,"56,994",0,2013,PERSONA
"Certified 2012 Toyota Prius Three     Save    $14,977   57,075 mi",Certified 2012 Toyota Prius Three,14977,"57,075",1,2012,Three
"Used 2013 Toyota Prius Two     Save    $14,488   57,086 mi",Used 2013 Toyota Prius Two,14488,"57,086",0,2013,Two
"Used 2011 Toyota Prius      Save    $14,995   57,094 mi",Used 2011 Toyota Prius,14995,"57,094",0,2011,
"Used 2013 Toyota Prius Three     Save    $16,700   57,104 mi",Used 2013 Toyota Prius Three,16700,"57,104",0,2013,Three
"Used 2013 Toyota Prius Three     Save    $15,775   57,221 mi",Used 2013 Toyota Prius Three,15775,"57,221",0,2013,Three
"Used 2013 Toyota Prius Two     Save    $15,990   57,277 mi",Used 2013 Toyota Prius Two,15990,"57,277",0,2013,Two
"Certified 2013 Toyota Prius Four     Save    $19,988   57,282 mi",Certified 2013 Toyota Prius Four,19988,"57,282",1,2013,Four
"Used 2011 Toyota Prius      Save    $15,821   57,331 mi",Used 2011 Toyota Prius,15821,"57,331",0,2011,
"Used 2013 Toyota Prius Two     Save    $15,991   57,404 mi",Used 2013 Toyota Prius Two,15991,"57,404",0,2013,Two
"Used 2013 Toyota Prius One     Save    $19,694   57,422 mi",Used 2013 Toyota Prius One,19694,"57,422",0,2013,One
"Used 2013 Toyota Prius Two     Save    $14,947   57,441 mi",Used 2013 Toyota Prius Two,14947,"57,441",0,2013,Two
"Used 2013 Toyota Prius Three     Save    $15,998   57,463 mi",Used 2013 Toyota Prius Three,15998,"57,463",0,2013,Three
"Used 2012 Toyota Prius      Save    $15,969   57,510 mi",Used 2012 Toyota Prius,15969,"57,510",0,2012,
"Used 2014 Toyota Prius Three     Save    $16,991   57,523 mi",Used 2014 Toyota Prius Three,16991,"57,523",0,2014,Three
"Used 2011 Toyota Prius II     Save    $14,990   57,688 mi",Used 2011 Toyota Prius II,14990,"57,688",0,2011,II
"Used 2013 Toyota Prius Two     Save    $14,787   57,767 mi",Used 2013 Toyota Prius Two,14787,"57,767",0,2013,Two
